film,number,abstract,starring,name,subjects,cinematography,director,gross,producer,language
The Beast in the Cellar,23207678,"The Beast in the Cellar is a 1970 British horror film written and directed by James Kelley. The film was produced by Leander Films and Tigon British Film Productions, and starred Beryl Reid.",Beryl Reid--Flora Robson--John Hamill--T. P. McKenna--Tessa Wyatt--Vernon Dobtcheff,The Beast in the Cellar,1970 films-1970 horror films-1970s serial killer films-British films-British horror films-British serial killer films-English-language films-Films about dysfunctional families-Films about siblings-Golan-Globus films,na,na,na,na,English
Venus Flytrap (film),31738244,"Venus Flytrap (also known as Body of the Prey and The Revenge of Doctor X) is a 1970 American science fiction horror film shot partly in Japan. It was distributed by the Toei Company of Japan. The plot features a mad scientist who uses lightning to turn carnivorous plants into sentient man-eating creatures. Based on a 1950s screenplay by an uncredited Ed Wood, the film is directed and produced by pulp writer Norman Earl Thomson. (Thomson reworked the screenplay considerably.)",Atsuko Rome--James Yagi--James Craig (actor),Venus Flytrap,1970 films-1970 horror films-1970s science fiction horror films-American films-English-language films-Films set in Japan-Films with screenplays by Ed Wood-Foreign films shot in Japan-Japan in non-Japanese culture-Mad scientist films,na,na,na,na,English
House of Dark Shadows,2396634,"House of Dark Shadows is a 1970 American feature-length horror film directed by Dan Curtis, based on his Dark Shadows television series (ABC, 1966–1971). In this film expansion, vampire Barnabas Collins (Jonathan Frid) searches for a cure for vampirism so he can marry a woman who resembles his long-lost fiancée Josette (Kathryn Leigh Scott).",David Henesy--Dennis Patrick--Don Briscoe--Grayson Hall--Joan Bennett--John Karlen--Jonathan Frid--Kathryn Leigh Scott--Louis Edmonds--Nancy Barrett--Roger Davis (television actor),House of Dark Shadows,1970 films-1970 horror films-American films-American supernatural horror films-Dark Shadows-English-language films-Films based on television series-Films directed by Dan Curtis-Films set in Maine-Films set in Massachusetts-Films set in country houses-Films shot in Connecticut-Films shot in New York (state)-Metro-Goldwyn-Mayer films-Vampires in film,Arthur J. Ornitz,Dan Curtis,1836000.0,Dan Curtis,English
Los Monstruos del Terror,7276177,"Los Monstruos del Terror (translation: The Monsters of Terror), also known as Dracula vs. Frankenstein (U.K. title), Dracula contre Frankenstein (French theatrical title), Reincarnator (French unauthorised video title) and Assignment: Terror (U.S. title), is a 1970 Spanish-German-Italian horror film directed by Tulio Demicheli and Hugo Fregonese. Eberhard Meichsner was also credited as a director in the British promotional material, but by all accounts he was most likely not involved at all. It stars Paul Naschy, Michael Rennie, Karin Dor and Craig Hill. It is the third in a series of films featuring the werewolf Count Waldemar Daninsky, who was always played by Naschy.",Karin Dor--Michael Rennie--Paul Naschy,Assignment: Terror,1970 films-1970 horror films-1970s exploitation films-Dracula films-Films directed by Tulio Demicheli-Frankenstein films-Italian films-Italian science fiction horror films-Mummy films-Spanish films-Spanish horror films-Werewolves in film-West German films,Godofredo Pacheco,Hugo Fregonese,na,Hugo Fregonese,Spanish
Crowhaven Farm,57271523,"Crowhaven Farm is a 1970 American made-for-television supernatural horror film directed by Walter Grauman and starring Hope Lange, Paul Burke and John Carradine. It originally aired as the ABC Movie of the Week on November 24, 1970.",Hope Lange--John Carradine--Lloyd Bochner--Paul Burke (actor),Crowhaven Farm,1970 films-American films-American supernatural horror films-English-language films-Films about cults-Films about witchcraft-Films directed by Walter Grauman-Films produced by Aaron Spelling,na,Walter Grauman,na,Walter Grauman,English
Awakening of the Beast,9016532,"Awakening of the Beast (Portuguese: O Despertar da Besta, also released as Portuguese: O Ritual dos Sádicos) is a 1970 Brazilian horror/exploitation film directed by José Mojica Marins. Marins is also known by his alter ego Coffin Joe (Zé do Caixão). Marins appears as himself and as the Coffin Joe character in the fictional film which is in the form of a pseudodocumentary.",José Mojica Marins--Mário Lima,Awakening of the Beast,1970 films-1970 horror films-1970s exploitation films-Brazilian films-Brazilian horror films-Films directed by José Mojica Marins-Portuguese-language films,na,José Mojica Marins,na,José Mojica Marins,Portuguese
The Blood Rose,39129508,"The Blood Rose (French: La Rose écorchée/ translation: The Flayed Rose) is a 1970 French horror film directed and co-written by Claude Mulot. The French title translates as The Flayed Rose"". The film involves a portraitist named Frederick Lansac (Philippe Lemaire) wanting to restore his wife Anne's (Anny Duperey) face to its former beauty after it was disfigured in an accident. Lansac tries to force a surgeon named Rohmer (Howard Vernon) to perform a transplant on her.""",--Anny Duperey--Howard Vernon--Philippe Lemaire,The Blood Rose,1970 films-1970 horror films-Erotic horror films-French-language films-French films-French horror films,Roger Fellous,Claude Mulot,na,Claude Mulot,na
The Bird with the Crystal Plumage,3657826,"The Bird with the Crystal Plumage (Italian: L'uccello dalle piume di cristallo) is a 1970 giallo film directed by Dario Argento, in his directorial debut. The film has been credited with popularizing the Italian giallo genre. It is the first installment in the Animal Trilogy, and was followed by The Cat o' Nine Tails (1971) and Four Flies on Grey Velvet (1972). Written by Argento, the film borrowed liberally from Fredric Brown's novel The Screaming Mimi, which had previously been made into a Hollywood film, Screaming Mimi (1958), directed by Gerd Oswald.",--Enrico Maria Salerno--Eva Renzi--Suzy Kendall--Tony Musante,The Bird with the Crystal Plumage,1970 directorial debut films-1970 films-1970 horror films-1970s mystery films-1970s psychological thriller films-1970s serial killer films-Constantin Film films-Exploitation films-Films about fictional painters-Films about writers-Films based on American novels-Films based on thriller novels-Films directed by Dario Argento-Films scored by Ennio Morricone-Films set in Rome-Films with screenplays by Dario Argento-Giallo films-Italian-language films-Italian films-Italian horror films-Italian serial killer films-Titanus films,Vittorio Storaro,Dario Argento,na,Dario Argento,Italian
The Vampire Lovers,2428193,"The Vampire Lovers is a 1970 British Gothic horror film directed by Roy Ward Baker and starring Ingrid Pitt, Peter Cushing, George Cole, Kate O'Mara, Madeline Smith, Dawn Addams and Jon Finch. It was produced by Hammer Film Productions. It is based on the 1872 Sheridan Le Fanu novella Carmilla and is the first film in the Karnstein Trilogy, the other two films being Lust for a Vampire (1971) and Twins of Evil (1971). The three films were somewhat daring for the time in explicitly depicting lesbian themes.",Dawn Addams--George Cole (actor)--Ingrid Pitt--Kate O'Mara--Peter Cushing,The Vampire Lovers,1970 LGBT-related films-1970 films-1970 horror films-1970s historical horror films-British LGBT-related films-British erotic films-British films-British historical horror films-Films based on Irish novels-Films based on horror novels-Films based on works by Sheridan Le Fanu-Films directed by Roy Ward Baker-Films set in Austria-Films set in country houses-Films set in the 1790s-Films shot at Elstree Studios-Films shot in Hertfordshire-Gothic horror films-Hammer Film Productions horror films-LGBT-related horror films-Lesbian-related films-Vampires in film,Moray Grant,Roy Ward Baker,na,Roy Ward Baker,English
Scream of the Demon Lover,36159053,"Scream of the Demon Lover is a Spanish-Italian horror film, originally called Ivanna. Roger Corman bought it for his New World Pictures to put on a double bill with The Velvet Vampire.",Agostina Belli--Carlos Quiney--Erna Schurer,Scream of the Demon Lover,1970 films-1970 horror films-1970s exploitation films-Italian films-Italian horror films-New World Pictures films-Spanish films-Spanish horror films,na,José Luis Merino,na,José Luis Merino,English
Bigfoot (1970 film),8359892,"Bigfoot is a 1970 independently made American low budget science fiction film, produced by Anthony Cardoza and directed by Robert F. Slatzer. The film stars or co-stars a few well-known actors (and family namesakes): John Carradine, Chris Mitchum, Joi Lansing, Ken Maynard, Doodles Weaver, and Lindsay Crosby.",Christopher Mitchum--Doodles Weaver--John Carradine--John Mitchum--Joi Lansing--Lindsay Crosby,Bigfoot,1970 films-1970 horror films-1970 independent films-1970s monster movies-American films-American independent films-American monster movies-American science fiction horror films-Bigfoot films-English-language films-Films shot in California,na,na,na,na,English
Widow Blue!,39388544,"Widow Blue! (also known as Sex Psycho and The Demon in Miss Jones) is a 1970 pornographic horror film written and directed by Walt Davis and starring Alex Elliot, Walt Davis, Charles Lish, Rick Cassidy, John Holmes, Andy Bellamy, Susan Wescott, and Sandy Dempsey.",Alex Elliot--Andy Bellamy--Charles Lish--John Holmes--Rick Cassidy--Sandy Dempsey--Susan Wescott--Walt Davis,Widow Blue!,1970 LGBT-related films-1970 films-1970 horror films-1970s pornographic films-Adultery in films-American LGBT-related films-American films-American horror films-American pornographic films-Bisexual pornographic films-English-language films-Incest pornography-LGBT-related horror films-Male bisexuality in film-Necrophilia in film-Pornographic horror films,na,na,na,na,English
